instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,user_count,dayname,weather,season_name,atemp_celcius,suhu
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Jumat,"Cerah, Berawan",Winter,17.518549999999998,Dingin
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Sabtu,"Cerah, Berawan",Winter,18.93895,Dingin
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Minggu,"Cerah, Berawan",Winter,12.4371,Sangat dingin
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Senin,"Cerah, Berawan",Winter,12.879150000000001,Sangat dingin
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Selasa,"Cerah, Berawan",Winter,16.950200000000002,Dingin
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Rabu,Berkabut,Winter,14.0779,Sangat dingin
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Kamis,"Cerah, Berawan",Winter,14.488100000000001,Sangat dingin
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Jumat,"Cerah, Berawan",Winter,14.921100000000001,Sangat dingin
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Sabtu,"Cerah, Berawan",Winter,16.193350000000002,Dingin
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Minggu,Berkabut,Winter,15.8452,Dingin
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Senin,Berkabut,Winter,17.9604,Dingin
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Selasa,"Cerah, Berawan",Winter,22.7898,Dingin
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Rabu,"Cerah, Berawan",Winter,23.4527,Normal
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Kamis,"Cerah, Berawan",Winter,21.4006,Dingin
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Jumat,"Cerah, Berawan",Winter,12.9102,Sangat dingin
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Sabtu,Berkabut,Winter,16.097900000000003,Dingin
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Minggu,Berkabut,Winter,19.4754,Dingin
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Senin,Berkabut,Winter,19.5073,Dingin
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Selasa,Berkabut,Winter,21.77875,Dingin
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Rabu,Berkabut,Winter,16.91815,Dingin
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Kamis,Berkabut,Winter,14.8669,Sangat dingin
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Jumat,"Cerah, Berawan",Winter,14.7094,Sangat dingin
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Sabtu,"Cerah, Berawan",Winter,14.7096,Sangat dingin
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Minggu,"Cerah, Berawan",Winter,16.91915,Dingin
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Senin,Berkabut,Winter,18.4969,Dingin
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Selasa,Berkabut,Winter,20.075000000000003,Dingin
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Rabu,"Cerah, Berawan",Winter,20.485400000000002,Dingin
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Kamis,"Cerah, Berawan",Winter,17.1081,Dingin
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Jumat,Berkabut,Winter,16.760849999999998,Dingin
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Sabtu,Berkabut,Spring,15.08835,Dingin
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Minggu,"Cerah, Berawan",Spring,11.80565,Sangat dingin
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Senin,"Cerah, Berawan",Spring,12.97355,Sangat dingin
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Selasa,Berkabut,Spring,12.945,Sangat dingin
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Rabu,Berkabut,Spring,14.723249999999998,Sangat dingin
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Kamis,"Hujan, Salju",Spring,11.01665,Sangat dingin
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Jumat,Berkabut,Spring,11.3321,Sangat dingin
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Sabtu,Berkabut,Spring,12.7523,Sangat dingin
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Minggu,Berkabut,Spring,12.120000000000001,Sangat dingin
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Senin,"Cerah, Berawan",Spring,11.584999999999999,Sangat dingin
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Selasa,Berkabut,Spring,11.17435,Sangat dingin
